1000 3 
-0.80759 -9.70175 -0.343118
8.30587 -0.38929 1.98525
4.759298 2.10869 0.7142
4.026157 -7.26376 -3.35185
0.89508 -1.01901 -0.50776
7.5963 -8.1939 0.56189
4.41461 -1.69771 -0.00415503
9.10857 5.06052 0.906876
2.76964 -13.1799 -2.35184
4.717994 -10.59872 -2.38125
2.92438 -9.82515 -1.86907
2.20041 5.8643 0.342742
10.74537 5.50673 2.08158
7.53266 6.73581 1.01491
4.521607 -6.98119 -0.63463
4.573389 -1.64557 0.587858
5.26547 -7.30382 -0.530173
2.20568 -15.1989 -4.26576
1.23187 -4.16746 -1.17412
5.674833 -8.33417 -1.22706
3.12683 -13.174 -1.00548
2.25377 6.80152 3.59143
7.00751 -6.38093 -0.732623
7.4949 3.39916 2.74039
4.9852623 -11.13184 -2.47733
7.73718 2.37155 3.18901
6.70565 -7.46711 -1.23912
5.956853 -3.935848 1.25299
8.19912 -2.610777 1.40829
-0.70471 -11.74463 -0.873107
7.27342 2.3646 2.22069
9.89358 -0.69589 0.568235
9.35181 -6.2346 -1.46977
4.700807 -12.16409 -1.9392
9.27997 6.50193 1.11558
2.7294 -12.03556 -2.81902
10.16187 4.35199 2.75753
1.74148 -7.79307 -1.0011
9.79687 6.43066 1.82247
1.11377 -6.34049 0.629568
8.98838 -5.72387 1.87178
-0.43232 -8.56634 -1.12433
3.83094 -2.23394 0.117192
9.97883 -7.07421 0.218656
-1.13225 -17.0937 -2.45367
4.741967 1.3472 0.330928
6.27854 -1.40832 0.37809
2.18945 -7.22657 -0.475296
6.19678 -1.91806 0.509732
6.06551 -4.15524 -0.714566
2.30963 3.88424 1.15753
3.22623 -10.93326 -1.71958
6.41466 -0.41885 0.0956768
6.12802 0.67536 -0.356198
2.68232 2.64757 0.00786784
0.27812 -15.2752 -3.17461
9.01335 -5.36535 0.236096
3.15902 -8.66419 -0.320797
6.6584 -5.34798 -0.219415
5.668806 3.98473 0.401371
3.44207 0.67933 0.111802
6.52251 -11.61744 -1.52642
2.64251 -1.05033 -0.624829
7.37329 4.53922 2.80339
2.02732 -12.18059 -1.18384
1.44767 -2.517542 -2.51541
1.31495 -3.408525 -0.493122
5.949471 5.11918 1.2983
1.88932 -9.07622 -1.66143
1.94131 -5.10683 0.148527
0.46196 -8.77711 -1.35072
6.7373 -10.19339 -1.35714
4.604163 -11.82446 -1.71253
3.084 -6.28062 -2.54704
2.93948 -1.79154 2.33107
2.61296 -4.50472 1.13597
5.985047 6.64526 3.18892
7.50853 4.48578 0.724207
6.5363 -2.9355944 -0.883965
4.644622 -12.41162 -1.00933
4.9129186 3.10718 2.02584
5.380282 0.59237 -0.382907
3.08569 -5.52983 -0.603069
4.635606 -0.31541 3.2814
7.5887 4.53574 3.00883
3.3041 -14.6962 -2.64478
0.96233 -3.181184 -2.85531
0.15183 -2.858995 -1.17602
6.25554 -1.46641 -0.773353
-1.18967 -18.0641 -3.14838
4.9408771 -9.86127 -1.49637
4.082626 5.15555 1.8469
1.72332 -8.76765 -0.370068
5.569215 5.66424 2.34538
7.63801 -4.05107 -1.69346
8.88824 -7.5888 -0.880401
2.30527 -4.96055 -1.39945
10.02298 2.19959 1.25824
7.77312 -6.52633 0.118896
3.48587 -1.47063 1.70006
6.64848 1.9289 0.830539
7.30034 8.0332 2.58856
0.52295 3.95789 0.161999
5.607967 5.45662 1.90477
3.87218 -2.047862 -1.11594
8.51862 7.8862 2.81252
8.9488 1.56087 4.35795
7.83826 8.0941 2.58124
10.77298 -1.17534 -0.114263
7.91923 3.93689 1.42732
6.6215 3.16627 0.616389
6.5058 5.41064 0.915229
2.53165 -3.00582855 0.308042
4.481299 -9.50478 0.65718
7.46829 6.6672 1.33154
8.13301 4.64907 1.87369
4.443631 -1.11186 1.15661
4.765741 1.19049 1.18611
6.39897 -10.71886 -1.20979
5.0658424 -11.82016 -2.1052
7.63458 -0.65866 -0.0545823
7.78902 0.0432100000000002 1.73179
1.9566 -6.69755 -1.31221
5.197678 -11.98678 -1.56205
7.41105 -2.885124 -0.360796
5.157639 -1.95654 -0.465762
2.75871 -8.54162 -1.13257
0.50851 -7.83999 -1.04829
-0.0095200000000002 -2.825171 0.600796
4.895976 2.83512 2.66966
5.755917 -2.739531 -0.700937
5.877295 6.4131 0.885419
0.0802399999999999 -14.1412 -1.60097
7.28341 -0.28217 0.981732
2.57506 -13.5343 -0.856777
6.24409 7.4511 2.69278
7.36221 -1.31023 0.868364
3.75672 4.16435 0.887513
9.23856 10.2455 2.89147
10.09896 4.66475 1.78562
2.74154 -2.9340232 0.237448
0.52666 -4.9276 -0.632661
9.67836 3.46852 0.406269
8.62684 9.7971 3.24963
1.93226 -4.85354 -1.41384
8.11645 5.41072 1.93959
9.31718 -3.44743 1.14905
8.52324 9.0263 2.5395
4.055764 -6.55738 -1.60691
5.839731 -2.788929 2.25045
4.832012 -8.36621 -1.29976
4.58919 -6.24974 -0.604288
6.24998 7.2381 1.01863
1.40727 -4.13302 -1.4297
9.10188 -6.79013 -0.786634
4.829902 -9.31596 -0.700331
4.9830722 -0.24311 0.71703
6.279 1.36876 0.378908
1.5832 -5.49275 -2.31812
7.38836 -8.80139 -1.39052
-0.0302300000000004 -10.5906 -1.8393
-0.0995699999999999 1.02266 -0.0454605
6.06106 3.71168 1.1693
8.6021 7.9375 2.30254
1.61592 -6.02829 -0.780735
5.078914 4.50428 0.30542
5.921566 9.2523 3.1138
2.80372 -9.83476 -3.59595
8.77022 -0.66019 0.986419
9.18201 5.90585 2.37932
5.166842 -6.19584 -1.55949
9.94109 -5.43795 -0.727531
7.4419 3.42741 2.25218
7.9953 9.0575 -0.522573
0.90726 -12.99547 -0.821321
2.18287 -11.94454 -3.02511
6.17164 -9.22999 -1.70839
1.16492 -12.15866 -1.27482
11.57947 -7.68276 0.177203
1.64344 -14.7148 -3.87326
4.075533 0.0882000000000001 -0.587634
9.48318 -6.04705 -0.788731
6.30633 -12.38455 -1.50932
4.295364 -3.559153 0.00984071
5.42077 -7.97168 -1.20998
0.73798 2.99138 0.33526
5.75638 -8.9642 -0.774202
0.80803 -8.64024 -2.26143
6.13335 5.29009 1.62918
2.4646 4.81675 3.73681
1.14976 -8.38565 0.924473
0.18106 -1.81246 -0.0844594
6.9298 -4.66546 0.0776446
7.75137 2.31298 1.48799
4.015247 -12.51607 -3.78157
5.940575 6.50492 3.58425
7.85527 0.31624 2.24147
10.14273 -2.468798 -0.204557
7.58842 -3.716498 -0.913457
8.19867 -6.39926 0.60953
5.409323 -11.11118 -0.787904
1.60442 -14.2571 -1.89514
2.69793 -13.3548 -2.87701
5.964257 -11.12226 -1.39498
9.99174 10.6236 1.36212
0.55282 0.93873 0.754312
3.65602 -10.07817 -0.500723
5.646499 -11.05531 -0.985131
6.17261 -2.376132 -0.774915
8.29061 8.8762 1.99526
4.861446 0.21362 0.194741
7.58627 -7.34865 -0.751939
1.94763 -3.0570311 -2.3029
4.267522 -12.57982 -2.78494
9.60004 -0.0807500000000001 -0.637194
0.9719 -6.98307 -0.821086
4.14702 -7.54741 -0.419131
6.23793 1.34446 1.72936
5.692899 -8.85325 -2.01957
7.94521 -2.652513 -1.38901
1.63492 0.80104 0.536203
2.68836 -2.023322 1.28946
-0.29908 -0.28765 0.644291
8.20063 2.66482 1.46306
1.31829 -2.475679 0.962685
5.868295 5.58869 1.59016
2.95432 -8.56127 -2.04322
2.69971 -5.35218 -1.18867
8.97594 1.84988 2.12265
4.439961 2.90991 0.492013
10.61473 6.03082 2.88716
5.010136 -4.50562 -1.27598
2.22753 -16.3691 -1.88321
-1.09034 -6.00013 -1.49151
1.44377 -1.1764 -0.176904
8.64464 0.50657 0.684503
4.785133 -12.0593 -3.41172
2.49546 -6.07481 0.735853
10.95296 -9.36878 -0.880846
-1.3152 -11.98397 -3.18795
7.53196 1.21939 0.143757
1.20803 2.47177 -0.579186
8.49583 -6.52221 -1.47846
4.494377 0.7522 -0.889326
8.11099 -10.95382 0.251726
5.685246 2.61291 2.53844
8.89577 7.9855 2.32142
0.50236 -1.77209 0.920682
8.86603 -7.12054 -0.654451
1.63526 -9.69628 -2.76927
9.326 -8.89314 -0.52329
7.9505 -5.67803 -0.075718
0.35153 2.28642 1.2921
8.68001 -7.80606 0.772902
8.68631 9.2758 2.7926
3.17315 0.19105 0.107453
5.955054 -4.71004 0.0652554
8.73816 -4.13593 -0.293579
3.79988 -10.38446 -1.67492
1.75928 -9.34061 -2.49343
1.56546 -2.9208396 2.14399
0.45347 2.02045 0.950108
6.30167 -7.10318 -1.15721
8.86029 -2.112669 0.908551
3.72884 2.87836 0.937512
7.317 -8.63874 -0.669059
0.0791500000000003 -6.96922 -1.35386
3.72812 -9.14498 -1.86057
2.38563 -10.12063 -2.00513
2.09139 -5.27575 -1.68297
-0.01241 -5.91873 1.22811
0.81728 -6.28611 -2.09234
0.84002 -1.3338 -0.518327
9.79551 3.98859 0.490199
8.20104 10.4354 1.96943
1.01106 -17.1923 -3.16489
5.752865 -8.66523 -0.62159
10.01739 -7.72707 -1.29681
3.69498 -1.39143 -0.106927
6.70135 2.38037 1.45164
5.135018 -4.0395 -0.609005
6.83325 -0.18895 0.24092
10.80667 -3.373711 0.783623
6.53366 -2.779575 0.484983
2.37291 -10.93456 -1.90607
8.42049 -2.108224 0.763774
7.285 8.014 1.05283
8.2084 5.77669 0.425429
8.03304 2.4191 2.67748
5.900819 -2.635924 2.47746
5.491072 -2.277257 2.12763
6.67114 -10.35699 -2.82162
6.67569 2.99764 -0.0194789
1.50598 -13.7935 -4.38316
2.62977 -0.23841 -0.946634
7.50168 6.26168 2.33668
2.84535 -1.62042 -1.72802
2.22102 -13.7936 -1.74005
7.83783 -6.92461 -0.600415
4.775321 -8.56499 -1.35885
1.27594 -10.34926 -0.884604
5.369375 7.6809 -0.142279
2.54635 -6.69557 -1.70168
8.01703 9.0127 2.07502
2.80229 -10.57474 -3.19053
5.881294 1.33282 -1.26391
8.54486 -2.864621 1.80112
7.76602 1.00135 2.31156
6.86319 7.1402 2.26883
8.5475 -10.94386 -1.1949
4.804845 -0.71631 0.852463
8.10814 5.3006 2.50887
2.17469 -12.9276 -1.49405
9.38708 -5.60163 0.0636493
3.17298 -10.29958 -1.59003
2.23124 -5.59786 -1.66798
6.88427 -10.71651 -0.790033
3.65693 2.89419 0.27272
6.08942 -10.11995 -1.65643
8.46033 4.34249 2.54859
4.64296 -9.08712 -1.79825
2.55943 -8.3334 -0.931103
6.35466 -10.62583 -2.39756
9.95834 -0.48658 0.344265
10.01037 3.78862 2.59882
3.57157 -3.0296807 -1.21041
2.13777 -10.4365 -2.73753
3.39102 -2.438937 0.494187
3.20684 -10.98422 -2.10261
7.2731 -0.95554 2.33486
4.245659 -10.23344 -1.35536
7.48804 -6.85116 0.855464
3.59455 -9.80674 -1.44875
1.47334 -1.20353 0.714292
3.53753 0.8204 0.433063
6.43826 1.19121 2.39424
2.31229 -16.0583 -2.25791
9.5986 6.48235 2.83588
1.46461 1.27251 1.02171
0.95372 4.9414 2.67199
6.81317 0.61216 0.244504
5.393974 2.14965 2.953
8.58476 3.66325 1.22788
3.11944 -12.12753 -2.90603
9.74543 -5.99244 0.0195517
4.9221378 -4.737 1.49987
4.460163 -2.40813 -0.543466
5.822214 -1.18261 1.18169
7.73335 -1.50685 1.13256
5.422901 -10.93229 -0.985243
1.27159 -10.0491 -0.0160475
6.19946 -2.735881 -0.24985
1.24843 -0.43669 -0.940517
3.59487 -9.86751 -1.20291
6.65837 -4.687 -1.02163
2.97679 -11.53354 -0.728933
1.92103 -2.039706 -1.66395
7.95824 12.1853 2.36679
6.41239 -7.21133 -1.43451
1.57981 -7.21675 0.133734
4.9363558 2.89767 0.742239
6.2041 4.49524 2.12884
4.609157 -9.89089 -1.11462
4.349523 -11.96008 -1.45195
6.06648 6.95968 2.64717
0.64461 2.37589 1.40538
0.30503 -0.0421399999999998 -0.0229421
3.68274 -4.945 -0.947962
3.79483 -1.63237 -0.543745
7.5452 8.4453 3.81848
10.00175 -7.80866 2.25726
-0.7608 -16.7848 -4.14283
8.68198 7.6945 2.0306
0.79878 -7.69868 -1.33902
1.96213 -12.96967 -2.6721
6.67494 2.60983 1.81581
1.55633 -8.76231 -2.49462
3.71018 -4.26784 0.0740719
6.1804 3.0971 0.524608
6.18344 -8.46788 -0.818865
8.51265 2.61271 2.10883
0.35674 3.07651 1.40137
4.597301 -5.00965 -0.729402
3.5064 2.71335 2.95218
8.72458 -8.50553 -0.0276899
9.75491 9.2393 2.99474
0.95166 2.54774 1.43156
10.14007 -5.77869 -0.973859
7.97773 8.6658 3.86381
4.018851 -13.4699 -1.92045
1.76307 -9.36522 -2.89089
5.405053 -6.59207 -0.193354
5.92365 -9.50704 0.216368
8.39319 -5.00678 0.275638
8.02922 -2.696326 0.658437
3.77712 1.00824 0.0179427
9.47806 4.62033 0.791718
7.2944 -2.171558 1.48792
0.52613 2.26702 0.961076
3.94421 3.17371 1.84345
0.39916 -11.64768 -3.29121
8.78992 -4.96511 -1.60414
3.36305 -3.0387038 -0.235022
3.81327 -14.4186 -0.330806
7.03727 6.80813 2.68747
1.84303 -1.55139 1.87482
0.94926 -1.74445 0.306987
3.7918 1.31051 -0.19161
6.52868 7.0802 1.8864
4.125552 -5.16051 0.762847
2.97414 0.25229 1.04388
1.72051 -13.855 -1.50089
4.684098 4.45991 1.4109
4.156196 -3.646067 1.00037
9.25264 6.12252 3.25175
3.78159 5.73671 -0.896751
2.15979 -13.2772 -1.5314
3.31992 -8.69562 -0.864091
8.95261 2.13802 2.43248
2.87294 -3.892969 1.12441
6.05087 -6.43153 -2.09074
4.723319 -0.20377 1.93611
-1.2152 -4.51686 -1.31986
5.546278 1.9559 0.928943
5.389415 3.57291 1.29444
1.48584 -2.372765 -0.289983
7.95467 0.05626 0.603084
8.4502 -6.25306 0.328592
3.54082 -7.32651 -2.16382
6.88398 -6.69504 -1.73728
2.8923 -16.3366 -2.0115
1.86046 -7.6203 -1.15671
3.17172 -9.68553 -0.323013
8.02852 -9.39228 -1.05105
0.4416 -16.7415 -3.0575
8.0075 1.17618 0.231631
5.339092 -7.81201 -1.36728
0.26573 -3.758652 -1.86871
9.43281 9.1287 3.80871
1.3879 -8.631 0.0790378
8.38667 -1.62661 0.62805
1.15821 -8.0481 0.751431
10.96375 8.351 1.29604
5.745957 -7.8418 -0.260199
1.05133 -10.45504 -1.13685
3.78262 -4.56814 -0.640058
2.37891 -1.88829 0.492617
7.93186 2.64162 2.29235
10.62845 4.14322 2.4306
6.47649 7.077 1.90828
8.39096 -4.02861 -0.190469
5.102594 -5.40665 0.742212
7.91985 1.74448 1.61052
9.4696 1.59304 2.61577
4.626869 -12.04926 -1.44119
9.27521 -2.700322 1.4347
7.07246 -12.46564 -0.611956
8.72173 0.5503 0.904826
8.15909 -0.25026 1.09538
9.79984 -6.93918 -1.44309
7.35799 -5.85062 -0.390757
6.94059 -13.1873 -0.982771
8.55139 -2.1269 2.18397
6.32302 2.52821 -0.290575
0.8005 -13.099 -1.93119
8.80357 9.1383 2.0085
5.151912 -5.54934 -0.308988
1.00967 -11.77086 -2.25506
0.83662 -17.5694 -2.12876
7.13048 1.41024 -0.203019
0.85477 -3.920328 -2.64927
8.18366 5.73972 3.91776
6.89447 4.99711 0.880416
1.75599 -0.52831 -1.80153
1.15437 -14.7406 -3.13256
6.97954 7.6115 3.4275
4.650116 -7.87766 -1.17853
8.36847 -8.66708 0.192921
10.21976 -0.37294 2.25441
8.90003 9.6507 4.37336
6.47417 2.06475 0.384672
8.17847 -8.05231 0.606381
-1.50319 -15.4171 -2.37608
4.252526 -14.0231 -3.00621
1.92789 -14.5287 -1.53255
6.48982 -2.5009 -0.122683
9.30601 2.08491 1.63703
2.67134 -6.07058 -2.137
1.31513 -1.38858 0.940551
-0.94436 -9.07808 -2.70215
6.87666 5.86435 3.37931
0.97594 5.40995 0.372918
2.21995 -12.80325 -2.39499
1.41466 -13.8339 -1.11461
6.86389 -10.36503 -3.62289
1.63909 -14.3847 -3.93645
7.4008 9.6305 2.79523
2.6851 1.04997 1.04655
1.04832 -4.2759 -1.50252
6.42628 -1.50826 0.888703
5.124477 -2.9151117 -2.16915
7.23556 -2.9154776 0.249527
-0.52571 -13.5565 -2.82279
6.53876 -0.93335 -0.699198
7.31276 7.3175 2.33162
9.31603 -1.99381 0.296871
7.17236 -7.33832 -0.797594
3.75148 4.88075 2.64653
3.18697 -3.123225 0.426099
-0.0843400000000001 2.25771 0.167823
5.364733 -10.35995 -1.41285
1.01615 -9.93995 -2.87065
0.29052 -11.08745 -2.83916
1.53335 -12.3453 -2.09656
8.11842 10.0755 3.72158
5.532484 -2.042792 0.798731
5.350469 -4.01182 -0.325599
7.51861 -2.9352808 0.701948
8.1687 1.25176 -0.499176
8.03314 -0.83922 -0.536029
4.126867 -1.94523 0.375418
9.01661 -10.54159 -1.81424
5.884222 -6.60857 -0.855651
-0.0692000000000004 -18.7729 -2.85853
8.07142 -9.92866 -1.35184
9.93849 -1.19827 -0.0346233
1.84083 -15.9115 -2.03608
6.05301 -5.71723 0.294043
3.32464 0.95938 -0.848681
4.927994 -7.68819 0.0355079
6.9878 -8.29938 0.0735975
6.92546 -11.23098 -1.3219
7.15669 0.09327 1.04208
3.79313 -4.22563 -0.914433
-0.23311 -13.9169 -1.67439
9.20088 -0.75555 2.95396
6.35753 4.22104 -0.113574
3.44693 -4.8419 0.66132
9.85314 0.45004 1.79798
3.01583 1.15823 1.32351
5.909201 -3.572476 1.31041
1.71364 -3.353182 0.129801
3.99347 0.0546000000000002 0.0448472
0.4807 -1.8996 0.495276
4.215078 -3.385573 -0.507314
0.80189 -16.0181 -4.64884
8.10611 7.297 2.77996
1.60757 -8.33314 -1.32517
2.19676 -5.37665 -1.33684
0.23192 -8.88107 -2.39056
4.800549 7.0123 1.83207
8.54165 -4.84836 -0.175379
6.98743 -2.675919 1.01165
7.18594 -0.4178 0.29123
9.65342 -7.6875 -1.01441
4.99574741 -2.589394 -0.152979
4.515437 -4.80093 0.364782
2.51302 4.33761 -0.109867
1.74976 -12.83947 -1.44761
8.35805 0.56146 -0.542635
8.04863 6.08855 3.48176
5.352863 1.43109 0.185965
5.903828 -0.2395 0.342879
2.36077 1.9164 0.929917
8.56015 -4.35774 0.982166
5.655454 -5.61261 -1.89506
2.14135 -12.46188 -2.09115
8.53349 7.0655 2.06765
5.837483 -2.323981 -1.89854
7.98565 -2.148076 1.87311
5.489465 6.4123 0.895083
1.27221 -15.8107 -3.47559
5.035442 -7.49105 -1.97559
11.32185 1.9921 1.00936
5.889769 2.14531 2.97842
8.6033 0.9245 0.700719
6.97197 -4.01038 1.12966
0.95839 -13.9699 -4.16745
0.77403 -13.182 -0.829426
2.21567 -18.2461 -2.49895
5.761589 -5.59953 -1.48094
5.51127 -0.02563 -0.150915
5.325232 -5.49324 0.60117
5.48295 -8.68473 -0.991134
8.15542 -9.23153 -0.400664
8.19722 -3.601274 -0.867577
2.14598 0.42103 -1.78636
1.56975 -5.45433 -0.552851
1.82511 -11.23999 -0.718811
9.16188 6.15613 3.19501
1.56525 1.6442 -1.15073
1.62724 -5.08241 0.400161
3.66657 -5.73398 -0.353848
5.0774254 1.21501 -1.7843
6.11506 3.96125 1.97176
6.551 -10.29892 -0.527846
2.16889 -13.4287 0.336485
7.20265 7.0474 2.60846
6.12962 -8.98501 -1.22024
9.34497 -0.85473 -0.306657
2.1668 -0.76555 2.01726
5.392863 -6.13411 -0.882071
4.851017 6.35476 2.74826
7.23526 4.39209 2.14039
3.79345 -0.49762 -1.07226
5.578411 -6.47172 -0.0775234
7.86897 3.17647 0.834185
9.51244 -3.0370634 -0.297888
0.66753 -7.35043 -1.11225
8.44766 2.41054 0.145164
2.33644 -6.88653 -1.06816
7.27649 -3.837482 1.357
5.243798 -3.226732 -0.298209
1.31861 3.46903 0.393648
5.852413 -7.86802 -0.907962
4.217828 2.82712 0.914948
9.93284 6.59617 2.1932
2.05636 -6.03842 -0.414521
5.316268 -9.08731 -0.719757
1.45521 -14.2653 -3.52181
8.59275 1.21378 1.77418
3.25463 -1.81915 -0.855762
1.7152 -10.85831 -1.17475
6.56644 -1.18884 2.12434
9.28531 6.14822 2.47125
9.90098 -3.35532 0.139241
1.28716 -1.37467 -1.21248
7.01875 -0.72461 2.54656
0.54824 -16.9204 -4.35798
7.44456 4.17159 1.25628
4.060116 0.41773 -0.43335
9.15513 -8.3313 -0.536162
8.90337 -10.87048 -1.05376
5.957695 -2.053965 0.69598
1.45057 -0.47314 1.28693
4.150375 5.14446 3.83774
5.513226 4.01115 1.67965
4.882558 3.65666 1.51653
1.55883 -5.32694 -1.11353
-0.0136599999999998 -17.9569 -2.80878
2.19578 -15.9241 -2.70425
2.92164 -8.86993 0.642945
6.56025 -8.49778 -2.59992
10.27922 8.3094 1.64019
-0.0243099999999998 -8.90264 -0.690535
6.61134 -6.30101 -1.64301
4.664528 -4.69825 -0.830705
4.423073 4.77491 1.41529
5.373013 -9.41745 -2.0912
2.39212 -0.23419 0.566867
8.51926 7.4717 3.35118
7.39024 -4.22761 -0.694675
5.76488 -8.53023 -1.05592
0.97565 0.89554 -0.712252
8.86297 -8.44302 -0.426212
7.19371 7.0511 3.17645
2.2953 -11.86656 -2.53502
2.03664 -17.3376 -0.224999
1.35768 -15.9568 -4.78877
7.55474 -5.05905 0.58043
6.82406 0.18609 1.36002
3.8586 6.2342 2.58041
2.48042 3.54189 -0.111667
10.28933 6.13402 2.28792
10.86119 -2.303667 -0.291041
6.53992 3.42894 0.900232
-0.94282 -15.306 -4.06135
1.78402 2.67096 -0.368458
1.4876 -5.37152 -1.07235
6.85886 6.69409 3.36992
6.51995 -1.78752 -0.348834
7.23991 8.4689 2.9502
6.59831 -10.3138 -1.86969
9.03347 5.54989 1.95395
2.10733 -0.49328 2.06883
9.13423 6.38243 2.06877
5.302917 -6.82816 -1.96356
8.57784 4.14496 3.70533
2.55508 0.0633699999999999 -0.02116
3.5276 -9.87365 -1.08541
0.85413 -0.49945 0.0707165
9.92892 -2.269553 2.81091
8.81222 -1.77378 0.25381
2.05792 -13.2708 -3.8591
5.620392 4.2449 1.91292
1.80168 -9.95943 -1.41353
4.12581 4.38008 1.16882
3.55183 1.84741 1.90235
7.93861 -5.51077 -0.0178839
4.524791 -10.71658 -0.598521
10.82947 2.74299 1.91799
1.88318 -9.44621 -2.86381
7.87786 4.8548 1.77158
0.65274 0.7051 0.514222
8.16072 -0.27181 0.0415167
9.01366 6.55151 1.77992
3.8034 5.17913 1.61352
0.81583 -13.8318 -2.08845
0.94054 -12.36859 -2.82487
3.50585 4.49729 0.0995743
1.23215 -7.38331 -0.922807
2.33146 -7.47565 -1.67671
4.335534 -5.62044 0.100065
1.1368 -8.25372 -1.29227
