1000 3
 0.956853 -0.935848 1.25299
 3.19912 0.389223 1.40829
 -5.70471 -8.74463 -0.873107
 2.27342 5.3646 2.22069
 4.89358 2.30411 0.568235
 4.35181 -3.2346 -1.46977
 -0.299193 -9.16409 -1.9392
 4.27997 9.50193 1.11558
 -2.2706 -9.03556 -2.81902
 5.16187 7.35199 2.75753
 -3.25852 -4.79307 -1.0011
 4.79687 9.43066 1.82247
 -3.88623 -3.34049 0.629568
 3.98838 -2.72387 1.87178
 -5.43232 -5.56634 -1.12433
 -1.16906 0.76606 0.117192
 4.97883 -4.07421 0.218656
 -6.13225 -14.0937 -2.45367
 -0.258033 4.3472 0.330928
 1.27854 1.59168 0.37809
 -2.81055 -4.22657 -0.475296
 1.19678 1.08194 0.509732
 1.06551 -1.15524 -0.714566
 -2.69037 6.88424 1.15753
 -1.77377 -7.93326 -1.71958
 1.41466 2.58115 0.0956768
 1.12802 3.67536 -0.356198
 -2.31768 5.64757 0.00786784
 -4.72188 -12.2752 -3.17461
 4.01335 -2.36535 0.236096
 -1.84098 -5.66419 -0.320797
 1.6584 -2.34798 -0.219415
 0.668806 6.98473 0.401371
 -1.55793 3.67933 0.111802
 1.52251 -8.61744 -1.52642
 -2.35749 1.94967 -0.624829
 2.37329 7.53922 2.80339
 -2.97268 -9.18059 -1.18384
 -3.55233 0.482458 -2.51541
 -3.68505 -0.408525 -0.493122
 0.949471 8.11918 1.2983
 -3.11068 -6.07622 -1.66143
 -3.05869 -2.10683 0.148527
 -4.53804 -5.77711 -1.35072
 1.7373 -7.19339 -1.35714
 -0.395837 -8.82446 -1.71253
 -1.916 -3.28062 -2.54704
 -2.06052 1.20846 2.33107
 -2.38704 -1.50472 1.13597
 0.985047 9.64526 3.18892
 2.50853 7.48578 0.724207
 1.5363 0.0644056 -0.883965
 -0.355378 -9.41162 -1.00933
 -0.0870814 6.10718 2.02584
 0.380282 3.59237 -0.382907
 -1.91431 -2.52983 -0.603069
 -0.364394 2.68459 3.2814
 2.5887 7.53574 3.00883
 -1.6959 -11.6962 -2.64478
 -4.03767 -0.181184 -2.85531
 -4.84817 0.141005 -1.17602
 1.25554 1.53359 -0.773353
 -6.18967 -15.0641 -3.14838
 -0.0591229 -6.86127 -1.49637
 -0.917374 8.15555 1.8469
 -3.27668 -5.76765 -0.370068
 0.569215 8.66424 2.34538
 2.63801 -1.05107 -1.69346
 3.88824 -4.5888 -0.880401
 -2.69473 -1.96055 -1.39945
 5.02298 5.19959 1.25824
 2.77312 -3.52633 0.118896
 -1.51413 1.52937 1.70006
 1.64848 4.9289 0.830539
 2.30034 11.0332 2.58856
 -4.47705 6.95789 0.161999
 0.607967 8.45662 1.90477
 -1.12782 0.952138 -1.11594
 3.51862 10.8862 2.81252
 3.9488 4.56087 4.35795
 2.83826 11.0941 2.58124
 5.77298 1.82466 -0.114263
 2.91923 6.93689 1.42732
 1.6215 6.16627 0.616389
 1.5058 8.41064 0.915229
 -2.46835 -0.00582855 0.308042
 -0.518701 -6.50478 0.65718
 2.46829 9.6672 1.33154
 3.13301 7.64907 1.87369
 -0.556369 1.88814 1.15661
 -0.234259 4.19049 1.18611
 1.39897 -7.71886 -1.20979
 0.0658424 -8.82016 -2.1052
 2.63458 2.34134 -0.0545823
 2.78902 3.04321 1.73179
 -3.0434 -3.69755 -1.31221
 0.197678 -8.98678 -1.56205
 2.41105 0.114876 -0.360796
 0.157639 1.04346 -0.465762
 -2.24129 -5.54162 -1.13257
 -4.49149 -4.83999 -1.04829
 -5.00952 0.174829 0.600796
 -0.104024 5.83512 2.66966
 0.755917 0.260469 -0.700937
 0.877295 9.4131 0.885419
 -4.91976 -11.1412 -1.60097
 2.28341 2.71783 0.981732
 -2.42494 -10.5343 -0.856777
 1.24409 10.4511 2.69278
 2.36221 1.68977 0.868364
 -1.24328 7.16435 0.887513
 4.23856 13.2455 2.89147
 5.09896 7.66475 1.78562
 -2.25846 0.0659768 0.237448
 -4.47334 -1.9276 -0.632661
 4.67836 6.46852 0.406269
 3.62684 12.7971 3.24963
 -3.06774 -1.85354 -1.41384
 3.11645 8.41072 1.93959
 4.31718 -0.44743 1.14905
 3.52324 12.0263 2.5395
 -0.944236 -3.55738 -1.60691
 0.839731 0.211071 2.25045
 -0.167988 -5.36621 -1.29976
 -0.41081 -3.24974 -0.604288
 1.24998 10.2381 1.01863
 -3.59273 -1.13302 -1.4297
 4.10188 -3.79013 -0.786634
 -0.170098 -6.31596 -0.700331
 -0.0169278 2.75689 0.71703
 1.279 4.36876 0.378908
 -3.4168 -2.49275 -2.31812
 2.38836 -5.80139 -1.39052
 -5.03023 -7.5906 -1.8393
 -5.09957 4.02266 -0.0454605
 1.06106 6.71168 1.1693
 3.6021 10.9375 2.30254
 -3.38408 -3.02829 -0.780735
 0.078914 7.50428 0.30542
 0.921566 12.2523 3.1138
 -2.19628 -6.83476 -3.59595
 3.77022 2.33981 0.986419
 4.18201 8.90585 2.37932
 0.166842 -3.19584 -1.55949
 4.94109 -2.43795 -0.727531
 2.4419 6.42741 2.25218
 2.9953 12.0575 -0.522573
 -4.09274 -9.99547 -0.821321
 -2.81713 -8.94454 -3.02511
 1.17164 -6.22999 -1.70839
 -3.83508 -9.15866 -1.27482
 6.57947 -4.68276 0.177203
 -3.35656 -11.7148 -3.87326
 -0.924467 3.0882 -0.587634
 4.48318 -3.04705 -0.788731
 1.30633 -9.38455 -1.50932
 -0.704636 -0.559153 0.00984071
 0.42077 -4.97168 -1.20998
 -4.26202 5.99138 0.33526
 0.75638 -5.9642 -0.774202
 -4.19197 -5.64024 -2.26143
 1.13335 8.29009 1.62918
 -2.5354 7.81675 3.73681
 -3.85024 -5.38565 0.924473
 -4.81894 1.18754 -0.0844594
 1.9298 -1.66546 0.0776446
 2.75137 5.31298 1.48799
 -0.984753 -9.51607 -3.78157
 0.940575 9.50492 3.58425
 2.85527 3.31624 2.24147
 5.14273 0.531202 -0.204557
 2.58842 -0.716498 -0.913457
 3.19867 -3.39926 0.60953
 0.409323 -8.11118 -0.787904
 -3.39558 -11.2571 -1.89514
 -2.30207 -10.3548 -2.87701
 0.964257 -8.12226 -1.39498
 4.99174 13.6236 1.36212
 -4.44718 3.93873 0.754312
 -1.34398 -7.07817 -0.500723
 0.646499 -8.05531 -0.985131
 1.17261 0.623868 -0.774915
 3.29061 11.8762 1.99526
 -0.138554 3.21362 0.194741
 2.58627 -4.34865 -0.751939
 -3.05237 -0.0570311 -2.3029
 -0.732478 -9.57982 -2.78494
 4.60004 2.91925 -0.637194
 -4.0281 -3.98307 -0.821086
 -0.85298 -4.54741 -0.419131
 1.23793 4.34446 1.72936
 0.692899 -5.85325 -2.01957
 2.94521 0.347487 -1.38901
 -3.36508 3.80104 0.536203
 -2.31164 0.976678 1.28946
 -5.29908 2.71235 0.644291
 3.20063 5.66482 1.46306
 -3.68171 0.524321 0.962685
 0.868295 8.58869 1.59016
 -2.04568 -5.56127 -2.04322
 -2.30029 -2.35218 -1.18867
 3.97594 4.84988 2.12265
 -0.560039 5.90991 0.492013
 5.61473 9.03082 2.88716
 0.010136 -1.50562 -1.27598
 -2.77247 -13.3691 -1.88321
 -6.09034 -3.00013 -1.49151
 -3.55623 1.8236 -0.176904
 3.64464 3.50657 0.684503
 -0.214867 -9.0593 -3.41172
 -2.50454 -3.07481 0.735853
 5.95296 -6.36878 -0.880846
 -6.3152 -8.98397 -3.18795
 2.53196 4.21939 0.143757
 -3.79197 5.47177 -0.579186
 3.49583 -3.52221 -1.47846
 -0.505623 3.7522 -0.889326
 3.11099 -7.95382 0.251726
 0.685246 5.61291 2.53844
 3.89577 10.9855 2.32142
 -4.49764 1.22791 0.920682
 3.86603 -4.12054 -0.654451
 -3.36474 -6.69628 -2.76927
 4.326 -5.89314 -0.52329
 2.9505 -2.67803 -0.075718
 -4.64847 5.28642 1.2921
 3.68001 -4.80606 0.772902
 3.68631 12.2758 2.7926
 -1.82685 3.19105 0.107453
 0.955054 -1.71004 0.0652554
 3.73816 -1.13593 -0.293579
 -1.20012 -7.38446 -1.67492
 -3.24072 -6.34061 -2.49343
 -3.43454 0.0791604 2.14399
 -4.54653 5.02045 0.950108
 1.30167 -4.10318 -1.15721
 3.86029 0.887331 0.908551
 -1.27116 5.87836 0.937512
 2.317 -5.63874 -0.669059
 -4.92085 -3.96922 -1.35386
 -1.27188 -6.14498 -1.86057
 -2.61437 -7.12063 -2.00513
 -2.90861 -2.27575 -1.68297
 -5.01241 -2.91873 1.22811
 -4.18272 -3.28611 -2.09234
 -4.15998 1.6662 -0.518327
 4.79551 6.98859 0.490199
 3.20104 13.4354 1.96943
 -3.98894 -14.1923 -3.16489
 0.752865 -5.66523 -0.62159
 5.01739 -4.72707 -1.29681
 -1.30502 1.60857 -0.106927
 1.70135 5.38037 1.45164
 0.135018 -1.0395 -0.609005
 1.83325 2.81105 0.24092
 5.80667 -0.373711 0.783623
 1.53366 0.220425 0.484983
 -2.62709 -7.93456 -1.90607
 3.42049 0.891776 0.763774
 2.285 11.014 1.05283
 3.2084 8.77669 0.425429
 3.03304 5.4191 2.67748
 0.900819 0.364076 2.47746
 0.491072 0.722743 2.12763
 1.67114 -7.35699 -2.82162
 1.67569 5.99764 -0.0194789
 -3.49402 -10.7935 -4.38316
 -2.37023 2.76159 -0.946634
 2.50168 9.26168 2.33668
 -2.15465 1.37958 -1.72802
 -2.77898 -10.7936 -1.74005
 2.83783 -3.92461 -0.600415
 -0.224679 -5.56499 -1.35885
 -3.72406 -7.34926 -0.884604
 0.369375 10.6809 -0.142279
 -2.45365 -3.69557 -1.70168
 3.01703 12.0127 2.07502
 -2.19771 -7.57474 -3.19053
 0.881294 4.33282 -1.26391
 3.54486 0.135379 1.80112
 2.76602 4.00135 2.31156
 1.86319 10.1402 2.26883
 3.5475 -7.94386 -1.1949
 -0.195155 2.28369 0.852463
 3.10814 8.3006 2.50887
 -2.82531 -9.9276 -1.49405
 4.38708 -2.60163 0.0636493
 -1.82702 -7.29958 -1.59003
 -2.76876 -2.59786 -1.66798
 1.88427 -7.71651 -0.790033
 -1.34307 5.89419 0.27272
 1.08942 -7.11995 -1.65643
 3.46033 7.34249 2.54859
 -0.35704 -6.08712 -1.79825
 -2.44057 -5.3334 -0.931103
 1.35466 -7.62583 -2.39756
 4.95834 2.51342 0.344265
 5.01037 6.78862 2.59882
 -1.42843 -0.0296807 -1.21041
 -2.86223 -7.4365 -2.73753
 -1.60898 0.561063 0.494187
 -1.79316 -7.98422 -2.10261
 2.2731 2.04446 2.33486
 -0.754341 -7.23344 -1.35536
 2.48804 -3.85116 0.855464
 -1.40545 -6.80674 -1.44875
 -3.52666 1.79647 0.714292
 -1.46247 3.8204 0.433063
 1.43826 4.19121 2.39424
 -2.68771 -13.0583 -2.25791
 4.5986 9.48235 2.83588
 -3.53539 4.27251 1.02171
 -4.04628 7.9414 2.67199
 1.81317 3.61216 0.244504
 0.393974 5.14965 2.953
 3.58476 6.66325 1.22788
 -1.88056 -9.12753 -2.90603
 4.74543 -2.99244 0.0195517
 -0.0778622 -1.737 1.49987
 -0.539837 0.59187 -0.543466
 0.822214 1.81739 1.18169
 2.73335 1.49315 1.13256
 0.422901 -7.93229 -0.985243
 -3.72841 -7.0491 -0.0160475
 1.19946 0.264119 -0.24985
 -3.75157 2.56331 -0.940517
 -1.40513 -6.86751 -1.20291
 1.65837 -1.687 -1.02163
 -2.02321 -8.53354 -0.728933
 -3.07897 0.960294 -1.66395
 2.95824 15.1853 2.36679
 1.41239 -4.21133 -1.43451
 -3.42019 -4.21675 0.133734
 -0.0636442 5.89767 0.742239
 1.2041 7.49524 2.12884
 -0.390843 -6.89089 -1.11462
 -0.650477 -8.96008 -1.45195
 1.06648 9.95968 2.64717
 -4.35539 5.37589 1.40538
 -4.69497 2.95786 -0.0229421
 -1.31726 -1.945 -0.947962
 -1.20517 1.36763 -0.543745
 2.5452 11.4453 3.81848
 5.00175 -4.80866 2.25726
 -5.7608 -13.7848 -4.14283
 3.68198 10.6945 2.0306
 -4.20122 -4.69868 -1.33902
 -3.03787 -9.96967 -2.6721
 1.67494 5.60983 1.81581
 -3.44367 -5.76231 -2.49462
 -1.28982 -1.26784 0.0740719
 1.1804 6.0971 0.524608
 1.18344 -5.46788 -0.818865
 3.51265 5.61271 2.10883
 -4.64326 6.07651 1.40137
 -0.402699 -2.00965 -0.729402
 -1.4936 5.71335 2.95218
 3.72458 -5.50553 -0.0276899
 4.75491 12.2393 2.99474
 -4.04834 5.54774 1.43156
 5.14007 -2.77869 -0.973859
 2.97773 11.6658 3.86381
 -0.981149 -10.4699 -1.92045
 -3.23693 -6.36522 -2.89089
 0.405053 -3.59207 -0.193354
 0.92365 -6.50704 0.216368
 3.39319 -2.00678 0.275638
 3.02922 0.303674 0.658437
 -1.22288 4.00824 0.0179427
 4.47806 7.62033 0.791718
 2.2944 0.828442 1.48792
 -4.47387 5.26702 0.961076
 -1.05579 6.17371 1.84345
 -4.60084 -8.64768 -3.29121
 3.78992 -1.96511 -1.60414
 -1.63695 -0.0387038 -0.235022
 -1.18673 -11.4186 -0.330806
 2.03727 9.80813 2.68747
 -3.15697 1.44861 1.87482
 -4.05074 1.25555 0.306987
 -1.2082 4.31051 -0.19161
 1.52868 10.0802 1.8864
 -0.874448 -2.16051 0.762847
 -2.02586 3.25229 1.04388
 -3.27949 -10.855 -1.50089
 -0.315902 7.45991 1.4109
 -0.843804 -0.646067 1.00037
 4.25264 9.12252 3.25175
 -1.21841 8.73671 -0.896751
 -2.84021 -10.2772 -1.5314
 -1.68008 -5.69562 -0.864091
 3.95261 5.13802 2.43248
 -2.12706 -0.892969 1.12441
 1.05087 -3.43153 -2.09074
 -0.276681 2.79623 1.93611
 -6.2152 -1.51686 -1.31986
 0.546278 4.9559 0.928943
 0.389415 6.57291 1.29444
 -3.51416 0.627235 -0.289983
 2.95467 3.05626 0.603084
 3.4502 -3.25306 0.328592
 -1.45918 -4.32651 -2.16382
 1.88398 -3.69504 -1.73728
 -2.1077 -13.3366 -2.0115
 -3.13954 -4.6203 -1.15671
 -1.82828 -6.68553 -0.323013
 3.02852 -6.39228 -1.05105
 -4.5584 -13.7415 -3.0575
 3.0075 4.17618 0.231631
 0.339092 -4.81201 -1.36728
 -4.73427 -0.758652 -1.86871
 4.43281 12.1287 3.80871
 -3.6121 -5.631 0.0790378
 3.38667 1.37339 0.62805
 -3.84179 -5.0481 0.751431
 5.96375 11.351 1.29604
 0.745957 -4.8418 -0.260199
 -3.94867 -7.45504 -1.13685
 -1.21738 -1.56814 -0.640058
 -2.62109 1.11171 0.492617
 2.93186 5.64162 2.29235
 5.62845 7.14322 2.4306
 1.47649 10.077 1.90828
 3.39096 -1.02861 -0.190469
 0.102594 -2.40665 0.742212
 2.91985 4.74448 1.61052
 4.4696 4.59304 2.61577
 -0.373131 -9.04926 -1.44119
 4.27521 0.299678 1.4347
 2.07246 -9.46564 -0.611956
 3.72173 3.5503 0.904826
 3.15909 2.74974 1.09538
 4.79984 -3.93918 -1.44309
 2.35799 -2.85062 -0.390757
 1.94059 -10.1873 -0.982771
 3.55139 0.8731 2.18397
 1.32302 5.52821 -0.290575
 -4.1995 -10.099 -1.93119
 3.80357 12.1383 2.0085
 0.151912 -2.54934 -0.308988
 -3.99033 -8.77086 -2.25506
 -4.16338 -14.5694 -2.12876
 2.13048 4.41024 -0.203019
 -4.14523 -0.920328 -2.64927
 3.18366 8.73972 3.91776
 1.89447 7.99711 0.880416
 -3.24401 2.47169 -1.80153
 -3.84563 -11.7406 -3.13256
 1.97954 10.6115 3.4275
 -0.349884 -4.87766 -1.17853
 3.36847 -5.66708 0.192921
 5.21976 2.62706 2.25441
 3.90003 12.6507 4.37336
 1.47417 5.06475 0.384672
 3.17847 -5.05231 0.606381
 -6.50319 -12.4171 -2.37608
 -0.747474 -11.0231 -3.00621
 -3.07211 -11.5287 -1.53255
 1.48982 0.4991 -0.122683
 4.30601 5.08491 1.63703
 -2.32866 -3.07058 -2.137
 -3.68487 1.61142 0.940551
 -5.94436 -6.07808 -2.70215
 1.87666 8.86435 3.37931
 -4.02406 8.40995 0.372918
 -2.78005 -9.80325 -2.39499
 -3.58534 -10.8339 -1.11461
 1.86389 -7.36503 -3.62289
 -3.36091 -11.3847 -3.93645
 2.4008 12.6305 2.79523
 -2.3149 4.04997 1.04655
 -3.95168 -1.2759 -1.50252
 1.42628 1.49174 0.888703
 0.124477 0.0848883 -2.16915
 2.23556 0.0845224 0.249527
 -5.52571 -10.5565 -2.82279
 1.53876 2.06665 -0.699198
 2.31276 10.3175 2.33162
 4.31603 1.00619 0.296871
 2.17236 -4.33832 -0.797594
 -1.24852 7.88075 2.64653
 -1.81303 -0.123225 0.426099
 -5.08434 5.25771 0.167823
 0.364733 -7.35995 -1.41285
 -3.98385 -6.93995 -2.87065
 -4.70948 -8.08745 -2.83916
 -3.46665 -9.3453 -2.09656
 3.11842 13.0755 3.72158
 0.532484 0.957208 0.798731
 0.350469 -1.01182 -0.325599
 2.51861 0.0647192 0.701948
 3.1687 4.25176 -0.499176
 3.03314 2.16078 -0.536029
 -0.873133 1.05477 0.375418
 4.01661 -7.54159 -1.81424
 0.884222 -3.60857 -0.855651
 -5.0692 -15.7729 -2.85853
 3.07142 -6.92866 -1.35184
 4.93849 1.80173 -0.0346233
 -3.15917 -12.9115 -2.03608
 1.05301 -2.71723 0.294043
 -1.67536 3.95938 -0.848681
 -0.072006 -4.68819 0.0355079
 1.9878 -5.29938 0.0735975
 1.92546 -8.23098 -1.3219
 2.15669 3.09327 1.04208
 -1.20687 -1.22563 -0.914433
 -5.23311 -10.9169 -1.67439
 4.20088 2.24445 2.95396
 1.35753 7.22104 -0.113574
 -1.55307 -1.8419 0.66132
 4.85314 3.45004 1.79798
 -1.98417 4.15823 1.32351
 0.909201 -0.572476 1.31041
 -3.28636 -0.353182 0.129801
 -1.00653 3.0546 0.0448472
 -4.5193 1.1004 0.495276
 -0.784922 -0.385573 -0.507314
 -4.19811 -13.0181 -4.64884
 3.10611 10.297 2.77996
 -3.39243 -5.33314 -1.32517
 -2.80324 -2.37665 -1.33684
 -4.76808 -5.88107 -2.39056
 -0.199451 10.0123 1.83207
 3.54165 -1.84836 -0.175379
 1.98743 0.324081 1.01165
 2.18594 2.5822 0.29123
 4.65342 -4.6875 -1.01441
 -0.00425259 0.410606 -0.152979
 -0.484563 -1.80093 0.364782
 -2.48698 7.33761 -0.109867
 -3.25024 -9.83947 -1.44761
 3.35805 3.56146 -0.542635
 3.04863 9.08855 3.48176
 0.352863 4.43109 0.185965
 0.903828 2.7605 0.342879
 -2.63923 4.9164 0.929917
 3.56015 -1.35774 0.982166
 0.655454 -2.61261 -1.89506
 -2.85865 -9.46188 -2.09115
 3.53349 10.0655 2.06765
 0.837483 0.676019 -1.89854
 2.98565 0.851924 1.87311
 0.489465 9.4123 0.895083
 -3.72779 -12.8107 -3.47559
 0.035442 -4.49105 -1.97559
 6.32185 4.9921 1.00936
 0.889769 5.14531 2.97842
 3.6033 3.9245 0.700719
 1.97197 -1.01038 1.12966
 -4.04161 -10.9699 -4.16745
 -4.22597 -10.182 -0.829426
 -2.78433 -15.2461 -2.49895
 0.761589 -2.59953 -1.48094
 0.51127 2.97437 -0.150915
 0.325232 -2.49324 0.60117
 0.48295 -5.68473 -0.991134
 3.15542 -6.23153 -0.400664
 3.19722 -0.601274 -0.867577
 -2.85402 3.42103 -1.78636
 -3.43025 -2.45433 -0.552851
 -3.17489 -8.23999 -0.718811
 4.16188 9.15613 3.19501
 -3.43475 4.6442 -1.15073
 -3.37276 -2.08241 0.400161
 -1.33343 -2.73398 -0.353848
 0.0774254 4.21501 -1.7843
 1.11506 6.96125 1.97176
 1.551 -7.29892 -0.527846
 -2.83111 -10.4287 0.336485
 2.20265 10.0474 2.60846
 1.12962 -5.98501 -1.22024
 4.34497 2.14527 -0.306657
 -2.8332 2.23445 2.01726
 0.392863 -3.13411 -0.882071
 -0.148983 9.35476 2.74826
 2.23526 7.39209 2.14039
 -1.20655 2.50238 -1.07226
 0.578411 -3.47172 -0.0775234
 2.86897 6.17647 0.834185
 4.51244 -0.0370634 -0.297888
 -4.33247 -4.35043 -1.11225
 3.44766 5.41054 0.145164
 -2.66356 -3.88653 -1.06816
 2.27649 -0.837482 1.357
 0.243798 -0.226732 -0.298209
 -3.68139 6.46903 0.393648
 0.852413 -4.86802 -0.907962
 -0.782172 5.82712 0.914948
 4.93284 9.59617 2.1932
 -2.94364 -3.03842 -0.414521
 0.316268 -6.08731 -0.719757
 -3.54479 -11.2653 -3.52181
 3.59275 4.21378 1.77418
 -1.74537 1.18085 -0.855762
 -3.2848 -7.85831 -1.17475
 1.56644 1.81116 2.12434
 4.28531 9.14822 2.47125
 4.90098 -0.35532 0.139241
 -3.71284 1.62533 -1.21248
 2.01875 2.27539 2.54656
 -4.45176 -13.9204 -4.35798
 2.44456 7.17159 1.25628
 -0.939884 3.41773 -0.43335
 4.15513 -5.3313 -0.536162
 3.90337 -7.87048 -1.05376
 0.957695 0.946035 0.69598
 -3.54943 2.52686 1.28693
 -0.849625 8.14446 3.83774
 0.513226 7.01115 1.67965
 -0.117442 6.65666 1.51653
 -3.44117 -2.32694 -1.11353
 -5.01366 -14.9569 -2.80878
 -2.80422 -12.9241 -2.70425
 -2.07836 -5.86993 0.642945
 1.56025 -5.49778 -2.59992
 5.27922 11.3094 1.64019
 -5.02431 -5.90264 -0.690535
 1.61134 -3.30101 -1.64301
